"Row.names"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_2D1_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_2D1_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_2D2_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_2D2_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_2D3_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_2D3_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_2D4_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_2D4_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3O1_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3O1_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3O2_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3O2_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3O3_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3O3_2_repeat.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3O4_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3O4_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y1_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y1_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y2_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y2_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y3_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y3_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y4_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y4_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X2A_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X2A_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X2B_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X2B_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X2C_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X2C_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X3A_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X3A_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X3B_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X3B_2.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X3C_1.mzML.dia"	"G:\11_22_23_rr_proteome\dia\mzml\DIA_X3C_2.mzML.dia"	"Protein.Group"	"Protein.Ids"	"Protein.Names"	"Genes"	"First.Protein.Description"
"DDB2_HUMAN"	803800.444807119	726332.455765762	559131.791887056	557072.091180231	472707.388730208	520147.481065956	466245.601716111	434616.684391976	512676.562811091	519249.980991977	463346.209612179	451016.509816621	439493.07519663	403901.113498685	343297.157764196	357422.158186534	626806.394277169	577454.506114936	438588.274747802	464295.350939789	406173.219324942	412103.659921219	408632.658682866	322398.321131971	995297.269151152	973640.475914866	668518.267552937	644134.046812718	388097.951807634	343613.974726732	928647.160524826	883169.149318048	787842.23098536	755909.480892271	419358.023560207	479752.543800962	"Q92466"	"Q92466"	"DDB2_HUMAN"	"DDB2_HUMAN"	"DNA damage-binding protein 2"
"DDI2_HUMAN"	1891879.65335787	1840289.13775785	1398085.83239626	1381957.1011356	1192686.54563939	1218045.74855433	1393030.53850425	1378106.62362104	1588429.34106163	1590294.67350745	1125579.19851682	1082821.88661945	1128289.90000556	1059386.42830636	1061907.7696988	1053549.90425103	1761712.96033704	1685295.53104233	1481297.96185249	1401902.213771	1379240.47125905	1350551.45755722	1438208.40905284	991718.745592005	1615815.60653929	1574328.70784242	1611910.32826667	1628332.42562194	1090642.24822869	1129425.63273607	1646168.00307691	1676983.17965671	1549484.048962	1517023.83631484	1151064.58184012	1166066.42657254	"Q5TDH0"	"Q5TDH0;A2ADY9"	"DDI2_HUMAN"	"DDI2_HUMAN"	"Protein DDI1 homolog 2"
"DDN_HUMAN"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13787400	12882300	6559200	6317480	909510.000000001	867869.000000001	8110080	7947000	3980420	3770030	4039140	3981560	"O94850"	"O94850"	"DEND_HUMAN"	"DDN_HUMAN"	"Dendrin"
"DDOST_HUMAN"	18869304.2176047	18625727.1224238	9878319.94135525	9442070.96874018	13655954.1715677	14466009.477973	8376147.05647375	7803361.19840648	15965550.3338856	15420222.2341637	14823995.3218706	14146532.2116963	15207609.8962081	14211451.9472835	14173724.2674305	13863567.0388347	14140405.0798912	14324020.6707551	14655548.8977291	14538085.6599412	12671957.7827752	12838053.8483512	12362065.2774921	12994419.3049066	12336150.8370981	12757718.1522455	12252301.5570708	12170695.1448485	10378748.0615932	10456528.502748	12737814.4929641	12501021.2923535	11956333.6975668	11851052.4106079	8436641.2743358	8296486.24264206	"P39656"	"P39656"	"OST48_HUMAN"	"DDOST_HUMAN"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit"
"DDRGK1_HUMAN"	9775289.52767824	9105355.63128798	4580246.40914172	4512632.89253629	4892277.12486781	4869886.26870264	3812920.11871871	3645257.99959499	8136959.85468341	7710737.24534928	5736752.39466263	5462250.18080557	5025635.78228025	4279046.65198443	4541076.85530513	4179958.96769511	7815709.34663592	7580131.07282414	5626556.44278979	5606077.3424612	4721888.0966495	4456507.53302514	4928506.82508767	3960135.35011226	7518509.89251455	7071320.50360538	5912159.36365213	5717891.42494281	2540083.03566892	2411036.85844184	5908905.7720372	5587171.08350074	5566314.60154195	5146763.89255587	2914526.41871804	2951642.53375226	"Q96HY6"	"Q96HY6;A0A0A0MRX2"	"DDRGK_HUMAN"	"DDRGK1_HUMAN"	"DDRGK domain-containing protein 1"
"DDT_HUMAN"	23410686.3915014	21670393.7653751	15870393.3638384	15824622.2902915	11912343.9872376	11658887.0674977	15228714.2240129	15320987.5447251	25698352.8840873	25086153.9262617	17218299.6869266	17146445.4191078	19410212.7465245	18605281.6123736	18747933.1077655	18017930.9513799	25185923.1863125	23566375.77658	21776376.9239231	21027080.2891277	15065495.4085083	14565810.9012314	16565970.8289527	16761566.2297341	11481837.2232337	10440175.0856234	14010723.9879748	13500047.5728132	11090167.9031733	11068456.5353845	13108456.036679	12553137.8914071	11899012.2638078	11939198.1636417	8173158.39708498	7870397.8765343	"P30046"	"P30046"	"DOPD_HUMAN"	"DDT_HUMAN"	"D-dopachrome decarboxylase"
"DDX1_HUMAN"	8716219.73143284	8273562.75546286	7532343.37690858	7456731.84390014	6152773.43979695	6054938.37609043	7447302.05939259	7221979.59493176	8678232.93990354	8569889.01449702	6111281.19953035	5935953.44477708	6029568.69775763	5520241.07650184	5984305.29780064	5718372.57043878	8884886.72964756	8542109.20137228	7301862.38072529	7385853.91045029	7044066.43569495	6970122.12682717	7295719.25283721	5305221.72844837	7184335.74708438	7035595.54069198	6268548.18585434	6214919.39905787	4603794.41791714	4550832.4472247	7191977.38186824	6893701.85332531	6794105.23793667	6594987.404259	4733791.63699053	4644649.27752855	"Q92499"	"Q92499;A0A087WZ71;A0A087X2G1;A0A7I2V2M5;A0A7I2V430;A0A7I2V4F0;A0A7I2YQ77"	"DDX1_HUMAN"	"DDX1_HUMAN"	"ATP-dependent RNA helicase DDX1"
"DDX10_HUMAN"	2526941.67052643	2417360.09181996	1123040.1946841	1070858.0770607	1341693.47839976	1339707.37373607	975404.178018658	849395.245108473	1077882.68617042	1013350.92057717	709732.935720992	722586.329243636	837937.791564242	861456.979482331	686511.926688131	684832.256963702	1123855.90302734	1134908.33137912	1055032.59089191	1039719.47628053	1034907.58418988	952583.084317042	901326.614228316	685013.773280079	1158453.61942538	1239524.94710946	899146.549254745	840738.997302322	553072.395738857	505299.819521162	1085848.44060539	1019853.89662789	950511.1085606	867127.856465452	626545.118625059	624002.274709466	"Q13206"	"Q13206;A0A8I5KSH6"	"DDX10_HUMAN"	"DDX10_HUMAN"	"Probable ATP-dependent RNA helicase DDX10"
"DDX11L8_HUMAN;DDX11_HUMAN;DDX12P_HUMAN;Ddx11_MOUSE"	1118720	994521.999999999	735762	722659	642377	643445	638439	677447	1084720	1102030	596178	617171	593827	520836	514477	521565	787387	724158	618506	690585	472870	460854	632367	455588	1063480	1009780	852128	782501	491580	524880	917161	975426	982136	983592	562777	543399	"A8MPP1;Q6AXC6;Q92771;Q96FC9"	"Q96FC9;A8MPP1;Q92771;B4DMS8;C9K0E8;F5GXJ8;F5GXL6;F5GYY1;F5H235;F6WZM0;R4GNE1;Q6AXC6;A0A2Y9CZM3;A0A286YCB9;A0A286YDY6"	"D11L8_HUMAN;DDX11_HUMAN;DDX11_MOUSE;DDX12_HUMAN"	"DDX11L8_HUMAN;DDX11_HUMAN;DDX12P_HUMAN;Ddx11_MOUSE"	"Putative ATP-dependent RNA helicase DDX11-like protein 8"
"DDX17_HUMAN"	39507217.888534	36469111.5536558	25313300.8443637	24321746.7841069	19539798.4238132	19325802.7258815	24384464.2671164	24382235.0754865	31674139.5165064	30282864.3888921	19615078.9780337	19092699.9105444	18403981.7779646	17026184.3022707	17561337.1544673	16803464.6467539	37177649.6218058	35588994.8831184	25478698.2401044	25088451.3091212	24525429.0432794	23902088.9009236	24513094.8430257	16151399.1372756	22930114.772204	22289894.1589676	20816133.9060088	20199568.7323467	13471249.6132697	13275563.8585149	23520008.8590501	22720215.0530843	19764061.6884298	18758260.3146449	14294646.1177996	14230324.4748752	"Q92841"	"Q92841;A0A1X7SBZ2;A0A5H1ZRQ2;Q501J6;Q3U741;Q3TU25"	"DDX17_HUMAN"	"DDX17_HUMAN"	"Probable ATP-dependent RNA helicase DDX17"
"DDX17_HUMAN;DDX5_HUMAN"	68771544.0309939	63358832.3573124	44129042.7471495	41109765.9603059	27808635.8183032	27938338.4733736	36018793.7411452	34036968.0346883	50067728.4876336	46557038.1510446	25892928.6130195	24412993.6447458	20508353.3927154	19524420.2546548	19678400.3346227	18927429.2264105	58165471.3046057	54596771.8019326	37234352.02215	36181420.9519956	31533754.7403985	31488633.7611605	33043939.8546146	18174232.0097673	45615934.6504558	42363580.6494815	36903077.3869145	35340755.7056411	23433738.3257706	21991531.0430056	41662103.0332045	42288223.7259739	34815328.8522417	33210884.8684038	23858905.6839589	23336394.1274878	"P17844;Q92841"	"P17844;Q92841;A0A0G2JLI4;J3KTA4;A0A1X7SBZ2;A0A5H1ZRQ2;A0A7I2V2S0;A0A7I2V507;J3QRQ7;A0A7I2V5F5;J3KRZ1;Q501J6;Q61656;Q8BTS0;Q3U741;Q3TU25;S4R1I6"	"DDX17_HUMAN;DDX5_HUMAN"	"DDX17_HUMAN;DDX5_HUMAN"	"Probable ATP-dependent RNA helicase DDX5"
"DDX18_HUMAN"	8703577.66350555	8151072.96104885	4553033.95922686	4381370.02443346	4726504.10920601	4672806.51478346	3556579.95577992	3498775.44897955	5246372.73935213	5038680.58963753	3300838.74618034	3250497.74619735	3396755.64024459	3138692.36834096	3183017.87036491	3113592.6468981	5491623.31580864	5404752.15809568	4113161.94439608	4068652.26299177	4438446.05156509	4175795.61634792	3982279.09212474	2869293.50105402	4799601.6485801	4617334.09673802	3760896.42232282	3649276.55625518	2525488.42739538	2393298.5681137	4098227.10567639	4010276.09344511	4168374.17898183	3917722.75186968	2540537.96124853	2581191.74526459	"Q9NVP1"	"Q9NVP1;H7C452;Q8K363;F6ZX28"	"DDX18_HUMAN"	"DDX18_HUMAN"	"ATP-dependent RNA helicase DDX18"
"DDX19A_HUMAN"	7092073.60416676	6288431.54942728	4448982.82516505	4354321.50636328	3617859.00870813	3626776.54234338	3607399.29745508	3425231.46718237	5138008.60815056	4817338.40442902	3457886.65058706	3208866.64435114	3618187.10609965	3296487.80994105	3264885.80967444	3113830.799148	5577648.52361852	5338700.43504919	4629960.42105207	4402345.30243555	3611124.2030063	3463509.06056393	3453887.52955097	3020565.81122611	6168448.16003263	6052447.83438516	5016632.02685495	4779973.27685588	3462826.48127929	3483178.6300053	5438997.5495926	5135553.35374152	4898645.70285939	4639554.78038183	3022541.82029586	3129471.61303395	"Q9NUU7"	"Q9NUU7;Q9UMR2;F6QDS0;H3BQK0;I3L0H8;I3L352"	"DD19A_HUMAN"	"DDX19A_HUMAN"	"ATP-dependent RNA helicase DDX19A"
"DDX19A_HUMAN;DDX25_HUMAN"	3618560	3528160	2200270	2235000	1949770	1921460	1980590	1838140	2657280	2630870	1654440	1734200	1791700	1283660	1309630	1298120	3151690	2968510	2311900	2346250	2054520	1843260	1773310	1285530	3203250	3049420	2490950	2275650	2024750	1974280	2824130	2753540	2509830	2387790	1617880	1636130	"Q9NUU7;Q9UHL0"	"Q9NUU7;Q9UHL0;E9PR46;F6QDS0;H0YD26;J3QL17;A0A1B0GV69;I3L0H8;I3L352;Q9QY15;Q61655"	"DD19A_HUMAN;DDX25_HUMAN"	"DDX19A_HUMAN;DDX25_HUMAN"	"ATP-dependent RNA helicase DDX19A"
"DDX20_HUMAN"	2707381.08350043	2585385.97056247	1947403.25307802	1897989.60483445	1584375.25670854	1508207.40977892	1806180.22213511	1786752.94076123	1836035.16583146	1774161.29736031	1118713.82522873	1128217.22897962	1205815.0664059	1188388.13369075	1172044.7294875	1100259.37466799	1822250.48366196	1576283.50138848	1859328.944196	1730951.22233586	1209852.46186289	1164236.35081592	1767542.84517723	874730.992028034	1994156.32992166	2089504.84335679	1649255.35583073	1469216.96059576	1156843.46909921	1144749.81146503	1897339.70213303	1744887.06051165	1563939.92044394	1538685.48773398	1000983.45635553	1070442.81921175	"Q9UHI6"	"Q9UHI6;A0A7P0T9T8;A0A7P0T8G7;A0A7P0TB94;A0A7P0TBA6;A0A7P0Z4I9;A0A7P0Z4K8"	"DDX20_HUMAN"	"DDX20_HUMAN"	"Probable ATP-dependent RNA helicase DDX20"
"DDX21_HUMAN"	18109551.7483925	17083026.0127048	13845106.7509123	13525767.1467669	10443415.5949812	10214759.6314905	11753065.5844682	11369497.880927	8105513.97453157	7525418.53038508	5491476.10767398	5478935.65127189	5333705.81042635	4896726.29014847	4686760.97901914	4551308.22579873	8725935.73171618	8502492.04701888	8358658.96863792	8136751.93951558	7433953.24967262	7182888.01490403	7606944.80765775	4248047.54308649	9728040.7840948	9420933.2724633	6571478.73154613	6457693.74021957	4032631.50156054	3874955.49299645	6052705.47759611	5979495.02092979	6667630.96883658	6329334.54817984	4057612.31233619	4032532.58396993	"Q9NR30"	"Q9NR30;A0A8I5KND9;A0A8I5KNN2;A0A8I5KNP3;A0A8I5KYZ4"	"DDX21_HUMAN"	"DDX21_HUMAN"	"Nucleolar RNA helicase 2"
"DDX21_HUMAN;DDX50_HUMAN"	20167315.9642333	19182822.601164	16387490.9478092	14481576.365906	13143441.1868343	12498101.8853942	13887354.0953766	13692296.7485248	10260593.5463453	9427059.56799501	6083133.02283992	7350739.53811484	6185812.63223209	5947420.14476489	5910375.30218388	5695501.12377239	10677929.668956	10895210.5878708	8952425.98617404	9498443.08471554	8105726.71163665	8992515.84415667	9002249.45794562	5256553.79540277	12395363.4110685	11950591.8671658	8033369.06175704	7895227.80718298	5043163.17701555	5117318.10887766	7450562.74732639	6962454.27078452	8279724.08780053	7999890.41737667	5017156.34137832	4971866.3145524	"Q9BQ39;Q9NR30"	"Q9BQ39;Q9NR30;A0A8I5KND9;A0A8I5KNN2;A0A8I5KNP3;A0A8I5KYZ4;Q99MJ9"	"DDX21_HUMAN;DDX50_HUMAN"	"DDX21_HUMAN;DDX50_HUMAN"	"ATP-dependent RNA helicase DDX50"
"DDX23_HUMAN"	9189321.30725444	8719055.26727186	6442554.48480051	6194002.15295907	6211299.54199823	6155983.91524456	5796589.84114895	6052109.84688499	6659095.5519172	6614017.02860759	4415612.2302068	4249873.51646814	3944626.72152606	3667051.64428182	3790522.62315328	3522779.90548002	2538196.23330103	2104284.01675096	5503453.06485861	5536362.50869538	1083120.41130667	721609.206847044	5711231.09387206	3236071.45876539	6876391.62544596	6412978.41847137	5872748.68778854	5937785.48617855	4315121.44607386	4181282.53385188	6243221.82300284	6132794.04683783	5753278.37708231	5535860.63038855	4283396.94368382	4182160.41024147	"Q9BUQ8"	"Q9BUQ8;A0A8V8TR86;D3Z0M9"	"DDX23_HUMAN"	"DDX23_HUMAN"	"Probable ATP-dependent RNA helicase DDX23"
"DDX24_HUMAN"	588471	567439	451254	450028	484855	463632	345958	334101	405589	403305	274471	264096	320153	265575	243526	237007	387667	375793	339866	314511	314240	271113	272887	195193	290790	288984	228015	195526	174515	165937	213296	213047	234407	231550	121556	130184	NA	NA	NA	NA	NA
"DDX25_HUMAN"	845209.999999999	865325	660393	675579	565428	538376	657298	541187	649107	688350.000000001	642780.000000001	615056	413873	436015	532164	518290	740082	753397	540686	482935	615889	529352	636540	459393	281034	294679	281372	296456	294789	316746	301797	309036	298964	NA	217529	NA	"Q9UHL0"	"Q9UHL0;J3QL17;A0A1B0GV69"	"DDX25_HUMAN"	"DDX25_HUMAN"	"ATP-dependent RNA helicase DDX25"
"DDX27_HUMAN"	11313480.0098159	10287010.3195873	5530980.6942586	5445651.29474623	5863293.94191594	5736447.55642229	4886621.09904373	4758069.43986173	6021067.49802663	5692327.73543957	3910261.755808	3671976.31022	3739122.69225205	3599690.07598736	3515989.43078962	3301015.01252777	6024853.20960693	5740289.4464594	5074923.83372738	4796483.21363933	4654129.76233681	4655695.87100896	4912078.47910447	3234130.09680981	4821945.46535712	4620845.44915644	4301788.87775945	4242973.92312452	3044772.82298222	3091521.00161619	4703980.18319304	4504017.38786596	3961512.02794921	4083529.54979349	3033125.22101807	2919584.17724079	"Q96GQ7"	"Q96GQ7;A0A087X059;B7Z6D5;Q921N6;H3BLJ6"	"DDX27_HUMAN"	"DDX27_HUMAN"	"Probable ATP-dependent RNA helicase DDX27"
"DDX28_HUMAN"	810012.000000001	684702	302666	345873	322092	326491	310464	272176	359896	287045	142676	172697	229155	NA	NA	NA	491065	498578	501647	421888	307508	334623	318174	135074	486648	400509	374997	250961	240339	NA	361778	NA	337124	292927	210811	129970	NA	NA	NA	NA	NA
"DDX39A_HUMAN"	10031853.377243	9823160.87132917	7986008.2695615	8113144.93282152	6496479.43453838	6563924.66490887	7096477.69803956	6846223.77591579	5702898.93450698	5408321.91003594	4638042.54996734	4543361.16058487	4455327.58102397	4185806.58366081	4360986.52179224	4235083.90400515	8245131.08325099	8255367.48892727	5898599.9399744	5863600.3630115	6520974.63481364	6315464.01704559	5431905.33332369	4449483.71652554	5688460.15247844	5723353.01575606	5527690.85900218	5533500.78586102	3811617.07683673	3685411.82134171	5458602.05033411	5445295.63927922	5576726.27682267	5601893.2785787	3791294.09024577	3818425.99787402	"O00148"	"O00148;Q8VDW0"	"DX39A_HUMAN"	"DDX39A_HUMAN"	"ATP-dependent RNA helicase DDX39A"
"DDX39A_HUMAN;DDX39B_HUMAN"	121026572.780681	107640658.238333	54084706.8319924	51841650.0325299	39030815.0322559	39207858.9775725	41937375.5638458	40031669.6986127	81746511.1192771	78158308.6707819	47793054.0195165	46549444.108803	45796414.051141	40422653.2390904	41396366.4879468	41193231.3356572	90873220.562021	87148624.2832692	52804941.2605967	51519985.0950696	45450027.3476664	44348641.321642	39421596.3342766	38437767.128479	76996420.8386491	71052165.6790274	54925817.5781528	55085675.0826936	33289337.5355059	34224996.8447687	64158648.9395529	64905785.7507393	55454930.7260238	52228298.0722016	34203197.6519451	34208405.4030918	"O00148;Q13838"	"O00148;Q13838;Q5STU3;A0A0G2JJZ9;A0A140T9X3;H0Y400;Q8VDW0;Q9Z1N5"	"DX39A_HUMAN;DX39B_HUMAN"	"DDX39A_HUMAN;DDX39B_HUMAN"	"ATP-dependent RNA helicase DDX39A"
"DDX39B_HUMAN"	30379945.9213909	29304632.0115592	20433998.6615434	20222592.1194791	13524489.3255734	13615327.0569052	17716734.3925939	17092919.4601056	27795240.1869333	27227647.6052311	19643286.2534559	19122388.7396145	20454718.1155654	18339841.37029	18912958.2783488	18978189.051507	26684792.1731022	25662084.6419495	20426507.1730445	20394562.945337	17163283.1869108	17236031.6253796	16383857.0085571	17344738.3958269	25556638.8741823	25157873.7516164	21499909.6297321	21588364.3418502	13357328.556394	13918017.9740202	24459522.3495368	23347581.387371	22240453.9821148	21426320.891188	14512799.3752955	14220984.8130859	"Q13838"	"Q13838;Q5STU3;A0A0G2JJZ9;A0A140T9X3;H0Y400;Q9Z1N5"	"DX39B_HUMAN"	"DDX39B_HUMAN"	"Spliceosome RNA helicase DDX39B"
"DDX3X_HUMAN"	22130868.4954273	20316376.5981959	14986606.5871606	14044479.6939365	10532638.0512533	10350014.9731181	11392650.8634512	11790695.2171874	14901398.6979218	14454094.37293	9003576.19807592	8868714.29188539	6904810.2471866	6182039.12002477	6285471.58002077	5925622.64685858	17717533.4089166	17577025.6749512	12921638.4638559	12407532.8938352	10762214.2317516	10751406.3844463	10689513.9501412	5628260.71586325	12772673.3562025	12090663.9828239	9908724.10702831	9414888.07926705	5667366.7810178	5724856.34666042	10760923.1025115	10325403.5554192	10005029.1122661	9434030.73873189	5579895.49036643	5457220.50935902	"O00571"	"O00571;A0A0D9SF53;A0A0D9SFB3;A0A2R8Y4A4;A0A2R8Y645;A0A2R8YCW1;A0A2R8YF78;A0A2R8YFR4;A0A2R8YFS5;A0A2U3TZJ9;F6S8Q4;A0A0D9SG12;A0A2R8Y5G6;A0A2R8Y774;A0A2R8Y7T2;A0A2R8YDH3;A0A2R8YDT5;A0A0J9YVQ7"	"DDX3X_HUMAN"	"DDX3X_HUMAN"	"ATP-dependent RNA helicase DDX3X"
"DDX41_HUMAN"	1121470.72398305	995524.715449632	876073.916230964	877501.274475876	704876.0390743	795865.039631869	840485.187964931	763741.188959701	962470.340045804	916824.22052773	962980.045219918	925060.895000704	759182.016834278	829381.575905327	782467.864747682	759480.227408446	842665.31260042	794989.152541091	610213.793415376	705761.82723342	710480.313926888	764749.144938911	798019.540048614	622597.80818613	NA	646681.688167488	780597.866512929	NA	534520.254267118	543686.663610794	783960.570680084	732856.692083128	NA	553250.617691536	NA	NA	"Q9UJV9"	"Q9UJV9;A0A499FJW5;H0Y8L8"	"DDX41_HUMAN"	"DDX41_HUMAN"	"Probable ATP-dependent RNA helicase DDX41"
"DDX42_HUMAN"	15958628.8597947	14609380.7584579	12345425.7796374	12446828.6298372	9482695.08115382	9257639.43785928	11457374.6058237	11100699.7768848	14378868.7405833	13585924.4289557	9396915.18203258	8847353.67257305	8243179.66911079	7758198.68809536	7849647.91888813	7652438.7204148	15272475.042395	14709910.8363556	11265236.4773927	11018366.1130303	10282470.1462453	10162543.0646345	11006382.2248083	6808468.16095857	13428371.5549716	12855472.7031876	12597290.7922068	12308720.7948187	7871477.33726497	7581789.28871845	13208877.9150306	13009528.3174704	12370334.8569589	11959660.4915768	8357665.85475206	8430233.03053112	"Q86XP3"	"Q86XP3;Q810A7"	"DDX42_HUMAN"	"DDX42_HUMAN"	"ATP-dependent RNA helicase DDX42"
"DDX43_HUMAN"	1794545.76246256	1566961.98865907	1309108.67257018	1108510.68210787	1111749.62093964	1004256.16502738	1049583.90396707	1044915.0350245	1589839.66126262	1396605.97422752	1308483.61879262	1178731.59289151	961154.909294934	1001333.86478921	855230.259583561	765225.588328262	1114704.11542902	1210840.58612321	1179238.78946222	1105048.51421986	892984.272399237	915884.711110302	1020678.8913999	621484.625913085	2652255.55319783	2631429.23739547	2132372.63322673	1989679.03606627	1101690.88407703	1071347.00111325	2341660.57928638	2192000.82031252	2899791.19265135	2666781.3647349	1432037.07454231	1304399.94675261	"Q9NXZ2"	"Q9NXZ2"	"DDX43_HUMAN"	"DDX43_HUMAN"	"Probable ATP-dependent RNA helicase DDX43"
"DDX46_HUMAN"	1383659.29748063	1257854.25355036	835000.11604916	701738.585566093	811554.974903481	839887.081760712	799609.440689102	664769.526099454	809276.678849795	897808.22348279	689659.366953956	664986.203626363	NA	427850.5676569	NA	484233.525141228	NA	NA	700791.824449977	661524.64480479	NA	169230.635894118	661481.476680961	408186.075171856	741471.177153671	999723.302877373	809451.854093656	694634.01951399	462601.439282952	481961.742766537	692741.329217109	768992.798908506	650461.744485611	634780.432015978	414726.539025101	259649.350419975	"Q7L014"	"Q7L014;A0A0C4DG89"	"DDX46_HUMAN"	"DDX46_HUMAN"	"Probable ATP-dependent RNA helicase DDX46"
"DDX47_HUMAN"	7817068.14526986	7545872.26950912	5192451.52478227	5165354.97309212	4226391.37525614	4125607.91446669	4357357.1321227	4193083.88139348	3724397.82723463	3625197.18436504	2440831.97369993	2482600.63768558	2484383.06413278	2292987.68190476	2372003.31725604	2462425.22592265	4943779.96646493	4641964.45439208	4255011.9987376	4008567.05556073	3869370.09117822	3650529.0995599	3549401.27334092	2102110.94841482	2609918.18714975	2458127.26983407	2682384.78865273	2634205.20976797	1597196.84156664	1579307.93600521	2777526.77117074	2592648.256195	2564110.34918823	2462931.40498889	1583762.95502198	1513258.54958155	"Q9H0S4"	"Q9H0S4;F5H1N9;Q9CWX9;A0A0N4SVK2;A0A0N4SVT1;F6QKD2"	"DDX47_HUMAN"	"DDX47_HUMAN"	"Probable ATP-dependent RNA helicase DDX47"
"DDX49_HUMAN"	1329217.42694525	1334079.35809301	990076.131582696	936213.016209562	794219.386975477	818003.333956573	1114999.74112122	998371.01383057	715061.247438564	692909.293840532	482953.575095659	432387.775735486	699098.04796141	560735.71464038	648002.950103856	571007.630953078	787589.334567555	667628.118307274	956853.747281602	959602.295594823	874850.865462631	852808.094811125	893788.145135531	575337.247460996	474022.426648461	422625.316197357	519809.974516102	515722.680550797	255847.641857792	265002.990239407	653899.015592925	450186.52214208	688262.615607938	745302.604022103	273885.200595868	NA	"Q9Y6V7"	"Q9Y6V7;M0QZC0;M0R0K1;M0R1S3;Q4FZF3"	"DDX49_HUMAN"	"DDX49_HUMAN"	"Probable ATP-dependent RNA helicase DDX49"
"DDX5_HUMAN"	24101796.2195305	21982793.0019486	17757718.2299025	17173169.647199	13334507.5845586	13411301.7578573	14736034.7352026	14513078.7588924	15859346.5483671	15131288.3591071	8411182.1035545	8376372.05265782	5399737.96520426	5075824.28766616	5042963.39237725	4968196.89309863	19402790.9331957	18616723.6762299	13596693.305526	13181090.5517825	12326674.0930794	12085718.1619453	13157637.3166495	4711292.47497321	16570989.0364292	15690589.6382678	14945172.9981356	14610913.2726848	8991656.54402284	8941857.58692275	15484491.7135756	14832868.9657901	14551649.2545675	13849195.8144361	9140084.88263169	9049882.65696112	"P17844"	"P17844;J3KTA4;A0A7I2V2S0;A0A7I2V507;J3KTQ4;J3QRQ7;J3QR02;X6RLV5;Q61656;Q8BTS0;B1ARB9;B1ARC0;S4R1I6;S4R1E3"	"DDX5_HUMAN"	"DDX5_HUMAN"	"Probable ATP-dependent RNA helicase DDX5"
