Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D1_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D1_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D2_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D2_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D3_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D3_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D4_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_2D4_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O1_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O1_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O2_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O2_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O3_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O3_2_repeat.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O4_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3O4_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y1_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y1_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y2_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y2_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y3_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y3_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y4_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_3Y4_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X2A_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X2A_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X2B_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X2B_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X2C_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X2C_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X3A_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X3A_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X3B_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X3B_2.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X3C_1.mzML.dia	G:\11_22_23_rr_proteome\dia\mzml\DIA_X3C_2.mzML.dia
A0A7I2V540;A0A7P0T8A3;A0A7P0T8Q5;A0A7P0TAW3	A0A7I2V540;A0A7P0T8A3;A0A7P0T8Q5;A0A7P0TAQ1;A0A7P0TAW3;C9JUP7;A0A7I2V2Y2;A0A7I2V5G8;A0A7P0Z4C6;A0A7P0T8D6;A0A7P0T8Q4;A0A7P0T9X5	A0A7I2V540_HUMAN;A0A7P0T8A3_HUMAN;A0A7P0T8Q5_HUMAN;A0A7P0TAW3_HUMAN	VCP	Transitional endoplasmic reticulum ATPase	4.52575e+07	4.51722e+07	4.88687e+07	4.99547e+07	4.35012e+07	4.28217e+07	5.04305e+07	4.98522e+07	5.58462e+07	5.52447e+07	5.1861e+07	5.31049e+07	4.75948e+07	4.70645e+07	4.75883e+07	4.66305e+07	5.3917e+07	5.27377e+07	5.2088e+07	5.16195e+07	5.18664e+07	5.06946e+07	4.89313e+07	4.42766e+07	4.67569e+07	4.79885e+07	5.07455e+07	5.08532e+07	4.96978e+07	4.9624e+07	4.699e+07	4.73371e+07	5.13264e+07	5.13969e+07	4.90118e+07	4.94171e+07
A0A7I2V540;A0A7P0T8A3;A0A7P0TAW3	A0A7I2V540;A0A7P0T8A3;A0A7P0TAW3;C9JUP7	A0A7I2V540_HUMAN;A0A7P0T8A3_HUMAN;A0A7P0TAW3_HUMAN	VCP	Transitional endoplasmic reticulum ATPase	548256	543406	642787	624627	596063	608033	609286	565278	627948	647658	808736	803083	490389	442266	576000	577022	651587	567748	569502	543711	541503	570643	581391	499238	547398	550299	607736	649011	611546	585253	550414	521917	663507	612663	449639	442556
A0A7I2V540;A0A7P0T8Q5;A0A7P0TAW3	A0A7I2V540;A0A7P0T8Q5;A0A7P0TAQ1;A0A7P0TAW3;A0A7I2V2Y2;A0A7I2V5G8;A0A7P0Z4C6;A0A7I2YQJ0;A0A7P0TBK7;A0A7P0Z4D1	A0A7I2V540_HUMAN;A0A7P0T8Q5_HUMAN;A0A7P0TAW3_HUMAN	VCP	Transitional endoplasmic reticulum ATPase	1.69847e+06	1.65652e+06	2.24001e+06	2.26659e+06	2.04203e+06	2.09091e+06	2.18355e+06	2.08101e+06	2.03414e+06	2.03703e+06	3.72106e+06	3.88209e+06	1.93088e+06	1.91109e+06	1.78274e+06	1.78161e+06	2.01673e+06	2.12296e+06	1.95807e+06	2.02285e+06	2.24546e+06	2.15417e+06	2.10202e+06	1.75711e+06	1.59547e+06	1.8149e+06	2.13293e+06	2.16624e+06	1.88372e+06	1.82398e+06	1.71669e+06	1.76691e+06	1.97107e+06	1.96543e+06	1.48575e+06	1.4266e+06
A0A7I2YQ74	A0A7I2YQ74	A0A7I2YQ74_HUMAN	UGP2	UTP--glucose-1-phosphate uridylyltransferase	6.54004e+06	6.51887e+06	6.37403e+06	6.21231e+06	5.83326e+06	5.58896e+06	6.27719e+06	6.43454e+06	8.3332e+06	8.25073e+06	7.67035e+06	7.58972e+06	7.52289e+06	7.25932e+06	7.16715e+06	7.09976e+06	7.18429e+06	6.98169e+06	6.68621e+06	6.85854e+06	6.22759e+06	6.31203e+06	6.49871e+06	7.29639e+06	6.33385e+06	6.21505e+06	7.27756e+06	7.23257e+06	1.04398e+07	1.0236e+07	7.64303e+06	7.55398e+06	7.09869e+06	7.33123e+06	8.31581e+06	8.44038e+06
A0A7I2YQ78;Q5SRQ6	A0A7I2YQ78;Q5SRQ6;G3UXG7	A0A7I2YQ78_HUMAN;Q5SRQ6_HUMAN	CSNK2B	Casein kinase II subunit beta	1.65011e+06	1.56203e+06	1.92577e+06	1.96345e+06	2.19681e+06	2.07993e+06	2.22698e+06	2.02705e+06	1.69088e+06	1.63732e+06	1.67203e+06	1.88551e+06	1.44884e+06	1.53078e+06	1.66379e+06	1.51667e+06	1.7768e+06	1.68767e+06	1.68009e+06	1.77129e+06	2.15842e+06	2.04643e+06	2.176e+06	1.54029e+06	1.27917e+06	1.37052e+06	1.69991e+06	1.77805e+06	1.62313e+06	1.57325e+06	1.28736e+06	1.42439e+06	1.59795e+06	1.58244e+06	1.60749e+06	1.58108e+06
A0A7I2YQG2;J3QR09	A0A7I2V2L0;A0A7I2V4U6;A0A7I2V512;A0A7I2V638;A0A7I2YQG2;J3QR09	A0A7I2YQG2_HUMAN;J3QR09_HUMAN	RPL19	Ribosomal protein L19	5.44465e+06	5.33621e+06	6.00418e+06	5.72931e+06	4.3281e+06	4.1937e+06	5.27242e+06	5.13082e+06	5.60729e+06	5.33511e+06	3.9795e+06	3.85731e+06	3.68731e+06	3.38345e+06	3.5451e+06	3.38155e+06	5.41056e+06	5.14135e+06	5.14686e+06	5.46375e+06	5.83358e+06	5.88366e+06	5.3465e+06	3.10434e+06	1.55518e+06	1.65121e+06	1.23597e+06	1.24524e+06	1.45932e+06	1.35444e+06	2.5287e+06	2.57067e+06	2.46862e+06	2.39188e+06	2.15448e+06	2.13366e+06
A0A7I2YQI1	A0A7I2YQI1	A0A7I2YQI1_HUMAN	STAT3	Signal transducer and activator of transcription	1.06024e+06	1.07993e+06	698508	598357	543932	462880	753672	628927	869732	723358	575521	509317	729084	879173	774926	754636	858022	839947	683702	681196	445603	433082	524239	757255	670471	589249	887228	821308	950609	916098	793315	875963	1.40202e+06	1.41364e+06	877538	963405
A0A7N4I394	A0A7N4I394	A0A7N4I394_HUMAN	PRPF40A	Pre-mRNA processing factor 40 homolog A	3.18571e+07	3.20503e+07	3.43191e+07	3.04042e+07	2.80824e+07	2.8656e+07	2.32305e+07	2.6302e+07	3.00711e+07	3.25709e+07	2.59468e+07	2.92519e+07	2.66653e+07		2.77334e+07	2.55362e+07	3.48783e+07	3.76372e+07	3.0666e+07	2.72087e+07	2.64966e+07	2.64511e+07	2.84846e+07	3.05166e+07	3.37513e+07	3.42564e+07	2.83267e+07	2.86846e+07	3.214e+07	3.29474e+07	3.00704e+07	2.79147e+07	2.62655e+07	2.6968e+07	3.35858e+07	3.13311e+07
A0A7N9VR94	A0A7N9VR94	A0A7N9VR94_MOUSE	Ahnak2	AHNAK nucleoprotein 2											5.22949e+06							3.68686e+06							9.64218e+06	9.9077e+06	8.99533e+06	8.58467e+06	8.30955e+06	8.30141e+06	9.18847e+06	9.03537e+06	7.75522e+06	8.00965e+06	1.14734e+07	1.16034e+07
A0A7P0S5H5;E5RJX2	A0A7P0S5H5;E5RJX2	A0A7P0S5H5_HUMAN;E5RJX2_HUMAN	RPS20	Small ribosomal subunit protein uS10 (Fragment)	3.01603e+06	3.07255e+06	3.77982e+06	3.71666e+06	3.69891e+06	3.84401e+06	4.50888e+06	4.44764e+06	2.93371e+06	3.13784e+06	3.1449e+06	3.11998e+06	3.4203e+06	3.4157e+06	3.27237e+06	3.40787e+06	3.14555e+06	2.92456e+06	3.64388e+06	3.74603e+06	3.95291e+06	4.11803e+06	4.60598e+06	3.19797e+06	2.43848e+06	2.65113e+06	3.04177e+06	3.47049e+06	3.40528e+06	3.39561e+06	2.58997e+06	2.69655e+06	3.0615e+06	3.22371e+06	3.24476e+06	3.18073e+06
A0A7P0T8A3	A0A7P0T8A3	A0A7P0T8A3_HUMAN	VCP	Transitional endoplasmic reticulum ATPase	1.03772e+06	1.11337e+06	1.1464e+06	1.05534e+06	1.24317e+06	1.31742e+06	1.43171e+06	1.37815e+06	1.21076e+06	1.21392e+06	1.00029e+06	1.14649e+06	1.3931e+06	1.255e+06	1.18902e+06	1.27461e+06	1.2517e+06	1.05906e+06	1.26566e+06	1.29448e+06	1.28247e+06	1.26408e+06	1.3005e+06	1.25384e+06	1.10591e+06			1.2566e+06	1.59335e+06	1.44634e+06	1.20297e+06	1.29541e+06	1.41811e+06			1.37146e+06
A0A7P0T9J6	A0A7P0T9J6	A0A7P0T9J6_HUMAN	SMPD4	Sphingomyelin phosphodiesterase 4	1.1555e+06	1.15805e+06	521743	543961	1.37358e+06	1.38749e+06	396517	377635	765542	775264	740678	731126	834067	938078	812567	785371	840270	765531	896789	828150	983431	952545	816654	773931	1.1917e+06	1.17143e+06	1.07583e+06	974501	926586	841045	983248	981990	1.09081e+06	1.09481e+06	831668	821508
A0A7P0T9U7	A0A7P0T9U7	A0A7P0T9U7_HUMAN	SF1	Splicing factor 1	3.37196e+06	3.38662e+06	2.49649e+06	2.3142e+06	1.80009e+06	1.68533e+06	1.88954e+06	1.86797e+06	2.67591e+06	2.68962e+06	1.74137e+06	1.93975e+06	1.76339e+06	1.67118e+06	1.60778e+06	1.48629e+06	3.91159e+06	3.7101e+06	2.66392e+06	2.39689e+06	2.15714e+06	2.06201e+06	1.83442e+06	1.44608e+06	2.96602e+06	2.90045e+06	2.41768e+06	2.50067e+06	1.49586e+06	1.26271e+06	2.66189e+06	2.2835e+06	2.04091e+06	1.82087e+06	1.4956e+06	1.58035e+06
A0A7P0T9U7;A0A9L9PXE4	A0A7P0T9U7;A0A9L9PXE4	A0A7P0T9U7_HUMAN;A0A9L9PXE4_HUMAN	SF1	Splicing factor 1	422848	614552	595510	599625	417230	664168	516186	566099	545110	518185	517380	487829	521089	567844	577024	645526	583085	499619	679888	660238	609154	558256	593327	580735	537115	573554	643819	723276	417072	544619	590107	617821	578186	686265	849717	629577
A0A7P0TBG0	A0A7P0TBG0	A0A7P0TBG0_HUMAN	OAS1	2'-5' oligoadenylate synthase	498094	473058	543810	580200	584980	591151	600517	603928	832218	797272	704008	725909	754848	675316	629430	552968	595547	617255	644162	706646	625365	608771	596175	563191	592109	672087	617448	628064	1.18768e+06	1.17137e+06	799890	796169	673524	650290	567773	556060
A0A804F6T5	A0A804F6T5;A0A804F729;A0A8V8TNX9	A0A804F6T5_HUMAN	PKM	Pyruvate kinase	1.57703e+06	1.69696e+06	1.67336e+06	1.63826e+06	1.53249e+06	1.61442e+06	1.76624e+06	1.91864e+06	2.61537e+06	2.57677e+06	3.31875e+06	3.29322e+06	2.45345e+06	2.50601e+06	2.60519e+06	2.60697e+06	2.00805e+06	1.94211e+06	1.62791e+06	1.74774e+06	1.92962e+06	2.10305e+06	2.01542e+06	2.55577e+06	2.4879e+06	2.58298e+06	3.49923e+06	3.49694e+06	3.20736e+06	3.01081e+06	2.69946e+06	2.83522e+06	2.63605e+06	2.74049e+06	2.8226e+06	2.67226e+06
A0A804HJZ1	A0A804HJZ1	A0A804HJZ1_HUMAN	LRPPRC	Leucine rich pentatricopeptide repeat containing	1.2735e+07	1.21881e+07	7.40902e+06	7.5162e+06	1.23568e+07	1.16778e+07	8.49984e+06	8.64889e+06	6.73044e+06	6.93205e+06	5.84505e+06	6.10043e+06	6.75534e+06	6.50841e+06	5.46961e+06	5.67892e+06	7.822e+06	7.99157e+06	9.39178e+06	9.58223e+06	9.37942e+06	9.02287e+06	8.3592e+06	6.06031e+06	7.67084e+06	7.51398e+06	6.70698e+06	6.57539e+06	6.32191e+06	6.6976e+06	6.77641e+06	6.9427e+06	7.31478e+06	7.45969e+06	5.94601e+06	6.04579e+06
A0A804HKJ0	A0A804HKJ0	A0A804HKJ0_HUMAN	LRPPRC	Leucine rich pentatricopeptide repeat containing	2.7105e+07	2.65834e+07	1.63434e+07	1.61332e+07	2.35379e+07	2.33352e+07	1.7031e+07	1.69113e+07	1.53194e+07	1.51618e+07	1.33996e+07	1.31128e+07	1.4456e+07	1.43929e+07	1.28709e+07	1.29407e+07	1.88486e+07	1.83062e+07	1.87823e+07	1.85545e+07	1.9274e+07	1.95884e+07	1.61942e+07	1.29177e+07	1.5441e+07	1.54439e+07	1.30246e+07	1.30302e+07	1.33378e+07	1.29667e+07	1.40367e+07	1.36419e+07	1.39468e+07	1.39259e+07	1.18733e+07	1.20118e+07
A0A8C8KBL6	A0A8C8KBL6	A0A8C8KBL6_HUMAN	ITGA6	Integrin subunit alpha 6	319273	308345	337309	322757	266683	288020	355360	400128	396452	315310	306510	272435	317718	307842	323166	262190	401400	418646	506925	507395	330854	289919	408231	288697	255597	263651	425542	411557	230691	223239	491797	474766	529424	579581	285331	289918
A0A8I4SYN6	A0A8I4SYN6	A0A8I4SYN6_MOUSE	H3f4	Histone H3	1.84518e+07	2.19206e+07	1.91954e+07	2.32436e+07	1.81607e+07	2.37543e+07	1.8175e+07	1.92116e+07	1.34444e+07	1.55188e+07	1.37496e+07	1.51114e+07	1.39339e+07	1.42957e+07	1.50335e+07	1.62687e+07	1.51466e+07	1.66491e+07	1.28208e+07	1.42532e+07	1.99729e+07	2.31968e+07	1.50458e+07	1.68534e+07	1.10808e+07	1.21605e+07	9.64628e+06	1.1555e+07	1.00648e+07	1.08326e+07	1.50154e+07	1.66536e+07	1.21014e+07	1.33671e+07	1.52592e+07	1.70089e+07
A0A8I5KQ21	A0A8I5KQ21	A0A8I5KQ21_HUMAN	KRAS	KRAS proto-oncogene, GTPase	2.1657e+06	2.22693e+06	1.91035e+06	1.71767e+06	2.13869e+06	2.11863e+06	1.69605e+06	1.88062e+06	2.07727e+06	2.12038e+06	2.18192e+06	2.30034e+06	2.435e+06	2.4095e+06	2.31789e+06	2.34281e+06	1.76346e+06	1.71575e+06	2.10733e+06	2.22013e+06	1.9787e+06	2.07247e+06	2.04269e+06	2.30579e+06	2.20942e+06	2.04837e+06	2.57106e+06	2.63027e+06	2.82777e+06	2.61427e+06	2.72203e+06	2.72782e+06	2.55584e+06	2.55714e+06	2.94579e+06	2.74371e+06
A0A8I5KS01	A0A8I5KS01	A0A8I5KS01_HUMAN	FMR1	Fragile X messenger ribonucleoprotein 1	3.12051e+06	3.04842e+06	3.26491e+06	3.10435e+06	2.87597e+06	2.85124e+06	3.20112e+06	3.10378e+06	3.4941e+06	3.41059e+06	2.9032e+06	2.93975e+06	3.23806e+06	3.1125e+06	3.09484e+06	3.05103e+06	3.41517e+06	3.43523e+06	3.30957e+06	3.25669e+06	2.9593e+06	2.9285e+06	3.14809e+06	2.91845e+06	2.97304e+06	2.92038e+06	3.5868e+06	3.55321e+06	3.00121e+06	3.02502e+06	3.03592e+06	2.93224e+06	2.56098e+06	2.48166e+06	3.03148e+06	2.95084e+06
A0A8I5KTH0;A0A8I5KU86;A0A8I5KX41;A0A8I5KX91;A0A8I5KXB4;A0A8I5KZ10;A0A8I5QJC4;A0A8I5QKV3;A0A8I5QKZ7;F5GXE4	A0A8I5KTH0;A0A8I5KX91;A0A8I5QKV3;F5GXE4;A0A8I5KU86;A0A8I5KX41;A0A8I5KXB4;A0A8I5KZ10;A0A8I5QJC4;A0A8I5QKZ7	A0A8I5KTH0_HUMAN;A0A8I5KU86_HUMAN;A0A8I5KX41_HUMAN;A0A8I5KX91_HUMAN;A0A8I5KXB4_HUMAN;A0A8I5KZ10_HUMAN;A0A8I5QJC4_HUMAN;A0A8I5QKV3_HUMAN;A0A8I5QKZ7_HUMAN;F5GXE4_HUMAN	ATE1	Arginyl-tRNA--protein transferase 1	46564.9	34684	84244.2	81266.5	32133.6	41198.3	62311.3	69197.3	70028.9	58345.7	99775.4	87388.3	81583.1	74108.9	77615.6	75651.2	32343.5	40470.8	69192.5	69733.2	34251.7	41330.4	52788.6	69124.6	55857.9	37299.6	54964.5	55872.5	58351	81658.9	52306.7	71019.9	65083.9	40636.8	72136.2	73794.9
A0A8I5KV92	A0A8I5KV92	A0A8I5KV92_HUMAN	EIF4G3	Eukaryotic translation initiation factor 4 gamma 3	8.39675e+06	7.86082e+06	8.33673e+06	7.62944e+06	6.40555e+06	5.97202e+06	5.38273e+06	5.87429e+06	8.01715e+06	7.90429e+06	6.63784e+06	6.52873e+06	5.69941e+06	5.35109e+06	5.5742e+06	5.64924e+06	8.03611e+06	7.91516e+06	7.47907e+06	7.14432e+06	5.69382e+06	5.98237e+06	5.79145e+06	5.38363e+06	6.21077e+06	6.29333e+06	5.42605e+06	5.36031e+06	5.53044e+06	5.45237e+06	6.57231e+06	6.05686e+06	5.93271e+06	5.88409e+06	5.10566e+06	5.58559e+06
A0A8I5KVW7;X1WI27	A0A8I5KVW7;X1WI27	A0A8I5KVW7_HUMAN;X1WI27_HUMAN	PIGV	GPI mannosyltransferase 2	2.50186e+06	2.49722e+06	2.87596e+06	2.97466e+06	3.02582e+06	3.27633e+06	3.55793e+06	3.49497e+06	3.04489e+06	3.14351e+06	3.74131e+06	3.69327e+06	4.07235e+06	4.26208e+06	3.8949e+06	3.88287e+06	2.48164e+06	2.69531e+06	3.97776e+06	4.20309e+06	3.03839e+06	2.72022e+06	3.29621e+06	3.895e+06	3.6286e+06	3.52724e+06	4.05828e+06	4.07137e+06	5.26395e+06	5.26279e+06	3.6997e+06	3.93757e+06	4.48061e+06	4.66992e+06	5.10386e+06	4.99226e+06
A0A8Q0LUK5;A0A8Q3SIL6	A0A8Q3SIL6;A0A8Q0LUK5;A0A0J9YTT1	A0A8Q0LUK5_MOUSE;A0A8Q3SIL6_HUMAN	UBE2A;Ube2a	Ubiquitin-conjugating enzyme E2A	2.64194e+06	2.55146e+06	3.10652e+06	2.94269e+06	3.23429e+06	3.25656e+06	2.71027e+06	2.55722e+06	2.47335e+06	2.38463e+06	2.07031e+06	2.22663e+06	1.42945e+06	1.54423e+06	1.40358e+06	1.25266e+06	2.5394e+06	2.98273e+06	2.55801e+06	2.5924e+06	2.99314e+06	2.92298e+06	2.92864e+06	1.53843e+06	2.44321e+06	2.7097e+06	2.16584e+06	2.28544e+06	2.25297e+06	2.17082e+06	2.58213e+06	2.32871e+06	1.7412e+06	2.34659e+06	2.51303e+06	2.77692e+06
A0A8Q0PQH5	A0A8Q0PQH5	A0A8Q0PQH5_MOUSE	Hypk	Huntingtin interacting protein K	6.41912e+06	5.90867e+06	4.84164e+06	5.45368e+06	5.36195e+06	5.33489e+06	5.55131e+06	5.59507e+06	6.26577e+06	6.16019e+06	1.06756e+07	1.15475e+07	4.71156e+06	4.41565e+06	4.58411e+06	4.70304e+06	6.7418e+06	6.35278e+06	5.69534e+06	5.83195e+06	5.2367e+06	5.83672e+06	5.8091e+06	4.42345e+06	5.21496e+06	4.75458e+06	4.1757e+06	3.99075e+06	3.52518e+06	3.85131e+06	4.55961e+06	4.4916e+06	4.35046e+06	4.47306e+06	3.74877e+06	3.68116e+06
A0A8Q3SHP0	A0A8Q3SHP0	A0A8Q3SHP0_HUMAN	GOLGB1	Golgin B1 (Fragment)	107165	103485	59037.2	61703.3	83708.1	63881.6	39582.8		90765.1	76496.6	68264.8	61923.9	48259.9	36578.9	48804	47620.9	120965	89305.7	88068.8	94082.2	46772.5	72939.2	70885.7	47954.6	89425.1	72512.3	55617.2	66204.9	64856.7	44745.3	84210.7	72891.2	85310.8	73167.5	68926.2	76154.4
A0A8Q3SHR2	A0A8Q3SHR2	A0A8Q3SHR2_HUMAN	AP3B1	AP-3 complex subunit beta	8.33646e+06	7.19137e+06	3.45825e+06	3.43366e+06	2.24338e+06	2.25635e+06	1.70436e+06	2.44364e+06	7.18882e+06	6.00183e+06	2.80593e+06	1.70626e+06	1.19362e+06	1.15226e+06	1.32093e+06	1.06345e+06	7.835e+06	8.09698e+06	2.08899e+06	2.44198e+06	2.22074e+06	2.47737e+06	1.71222e+06	1.70601e+06	5.30438e+06	4.88819e+06	3.51229e+06	3.18177e+06	3.28727e+06	3.07802e+06	5.1486e+06	4.56928e+06	3.88936e+06	3.28234e+06	4.76424e+06	1.993e+06
A0A8Q3SIU1	A0A8Q3SIU1	A0A8Q3SIU1_HUMAN	RASAL2	RAS protein activator like 2	675651	610381	849461	840507	692741	728015	566090	561983	574890	568347	449496	531973	375783	332715	336434	432084	476087	425464	392990	412258	446091	430248	450959	366189	926619	1.00591e+06	1.22658e+06	1.26511e+06	1.55057e+06	1.43891e+06	1.00093e+06	1.09169e+06	1.31492e+06	1.42119e+06	1.19105e+06	1.21404e+06
A0A8Q3WKP0	A0A8Q3WKP0	A0A8Q3WKP0_HUMAN	LIMS1	LIM and senescent cell antigen-like-containing domain protein	3.49738e+06	3.46496e+06	3.15482e+06	3.32318e+06	3.5172e+06	3.48562e+06	3.17662e+06	3.1592e+06	3.5828e+06	3.63793e+06	2.77486e+06	2.89077e+06	2.68893e+06	2.81247e+06	2.65647e+06	2.80018e+06	3.67353e+06	3.66006e+06	3.40915e+06	3.48091e+06	3.266e+06	3.14094e+06	3.28012e+06	2.8736e+06	4.57146e+06	4.78751e+06	3.80954e+06	3.71511e+06	3.92006e+06	3.83316e+06	4.49645e+06	4.50662e+06	3.29155e+06	3.31199e+06	4.25421e+06	4.42803e+06
A0A8Q3WKT3	A0A8Q3WKT3	A0A8Q3WKT3_HUMAN	RBFOX2	RNA binding protein fox-1 homolog 2	2.45352e+06	1.97506e+06	2.34309e+06	2.40196e+06	2.62824e+06	2.65883e+06	3.00052e+06	2.97808e+06	2.20204e+06	2.18956e+06	2.51728e+06	2.39313e+06	2.49695e+06	2.47633e+06	2.77969e+06	2.52459e+06	2.6588e+06	2.38451e+06	2.59309e+06	2.62795e+06	3.02633e+06	2.43462e+06	2.97846e+06	2.6264e+06	2.99593e+06	2.9355e+06	2.47469e+06	2.5024e+06	2.1614e+06	2.04126e+06	2.27649e+06	2.34929e+06	2.20662e+06	2.25686e+06	2.16074e+06	2.24702e+06
A0A8V8TKG0	A0A8V8TKG0	A0A8V8TKG0_HUMAN	ITGAV	Integrin subunit alpha V	9.58309e+06	9.52402e+06	7.21087e+06	7.2199e+06	6.7172e+06	6.79021e+06	7.82754e+06	7.90349e+06	1.18198e+07	1.17289e+07	1.0522e+07	1.06767e+07	1.09619e+07	1.07989e+07	1.17117e+07	1.18039e+07	9.6334e+06	9.2607e+06	9.43286e+06	9.42997e+06	8.53293e+06	8.71238e+06	8.45883e+06	1.1251e+07	7.30954e+06	7.4432e+06	7.53144e+06	7.55237e+06	6.41512e+06	6.40449e+06	6.82577e+06	6.60245e+06	6.6672e+06	6.69204e+06	7.03053e+06	6.91842e+06
A0A8V8TLX7	A0A8V8TLX7	A0A8V8TLX7_HUMAN	LRRFIP1	LRR binding FLII interacting protein 1	2.40888e+06	2.69626e+06	3.08472e+06	3.09261e+06	3.03438e+06	2.83577e+06	3.02649e+06	3.1716e+06	2.81329e+06	2.661e+06	3.24077e+06	3.13771e+06	3.29882e+06	3.28028e+06	3.36093e+06	3.43155e+06	2.94796e+06	3.00864e+06	2.97922e+06	3.11436e+06	3.32389e+06	3.40586e+06	3.53314e+06	3.44812e+06	2.35908e+06	2.38273e+06	2.43394e+06	2.54963e+06	3.39333e+06	3.40299e+06	2.49654e+06	2.43492e+06	2.48387e+06	2.59532e+06	3.13191e+06	2.98956e+06
A0A8V8TMH9	A0A8V8TMH9	A0A8V8TMH9_HUMAN	ARHGEF1	Rho guanine nucleotide exchange factor 1	244129	262923	292937	292301	243464	271121	270305	241104	336472	347172	318575	313491	317837	280843	308481	278950	287810	247539	296052	273573	250652	249625	263422	244800	487010	506600	587029	493340	513519	478187	630970	575856	742626	763174	533109	527253
A0A8V8TPZ4;A0A8V8TQ04;A0A8V8TQI0;A0A8V8TRD7;B4E321	A0A8V8TPZ4;A0A8V8TQI0;A0A8V8TRD7;B4E321;A0A8V8TQ04	A0A8V8TPZ4_HUMAN;A0A8V8TQ04_HUMAN;A0A8V8TQI0_HUMAN;A0A8V8TRD7_HUMAN;B4E321_HUMAN	OS9	Endoplasmic reticulum lectin	236500	230090	134307	106832	422310	421028	194085		274329	352758	406580	436148	240462	238572	186496	209382	344138	349977	393377	363720	625274	500750	305688	205692	269535	296688	367368	367451	436627	384980	255894	347014	360726	271708	375336	412759
A0A8V8TQ34	A0A8V8TQ34	A0A8V8TQ34_HUMAN	NAA15	N-alpha-acetyltransferase 15, NatA auxiliary subunit	16604.5	12475.5								6232.78							10056.9	10445							4241.73	2198.48										
A0A8V8TQD7	A0A8V8TQD7	A0A8V8TQD7_HUMAN	PKP2	Plakophilin 2 (Fragment)	296945	201957	46125.5	33677.4	68776	79379.2	25313.2		266507	377899		44250.6		24162.8		41814	381226	370319	77662.9			73583.8	33274.2	83690.2	240447	249166		43584.1	109877	59984.3	56561.3	79079.3				
A0A8V8TQG7	A0A8V8TQG7	A0A8V8TQG7_HUMAN	NFIA	Nuclear factor 1	1.70204e+06	1.60609e+06	1.22588e+06	1.15242e+06	868820	792768	980124	1.03825e+06	1.68949e+06	1.67578e+06	1.50276e+06	1.54454e+06	1.49581e+06	1.24803e+06	1.41038e+06	1.28638e+06	1.73122e+06	1.62688e+06	1.40779e+06	1.38884e+06	1.02088e+06	965437	1.11911e+06	1.37035e+06	2.34733e+06	2.21021e+06	2.50944e+06	2.27951e+06	1.19133e+06	1.19062e+06	2.63421e+06	2.51715e+06	1.58947e+06	1.39035e+06	1.216e+06	1.08809e+06
